,Date,Hour,Import Grid (EUR/kWh),normal consumption,smart consumption,YearMonth,Year,cost/kWh normal,cost/kWh smart,YearMonthC,Days
0,2022-12-30,20:00:00,0.02793,,,2022-12,2022,,,2022-12,361
1,2022-12-30,19:00:00,0.02414,,,2022-12,2022,,,2022-12,361
2,2022-12-30,18:00:00,0.025,,,2022-12,2022,,,2022-12,361
3,2022-12-30,17:00:00,0.03105,,,2022-12,2022,,,2022-12,361
4,2022-12-30,16:00:00,0.02137,,,2022-12,2022,,,2022-12,361
5,2022-12-30,15:00:00,0.02829,,,2022-12,2022,,,2022-12,361
6,2022-12-30,14:00:00,0.02574,,,2022-12,2022,,,2022-12,361
7,2022-12-30,13:00:00,0.02003,,,2022-12,2022,,,2022-12,361
8,2022-12-30,12:00:00,0.01795,,1.077,2022-12,2022,,0.01795,2022-12,361
9,2022-12-30,11:00:00,0.02486,,,2022-12,2022,,,2022-12,361
10,2022-12-30,10:00:00,0.0261999999999999,,,2022-12,2022,,,2022-12,361
11,2022-12-30,09:00:00,0.02922,,,2022-12,2022,,,2022-12,361
12,2022-12-30,08:00:00,0.0278999999999999,1.674,,2022-12,2022,0.027899999999999998,,2022-12,361
13,2022-12-29,20:00:00,0.12,,,2022-12,2022,,,2022-12,360
14,2022-12-29,19:00:00,0.12007,,,2022-12,2022,,,2022-12,360
15,2022-12-29,18:00:00,0.12243,,,2022-12,2022,,,2022-12,360
16,2022-12-29,17:00:00,0.1201,,,2022-12,2022,,,2022-12,360
17,2022-12-29,16:00:00,0.1099,,,2022-12,2022,,,2022-12,360
18,2022-12-29,15:00:00,0.11,,,2022-12,2022,,,2022-12,360
19,2022-12-29,14:00:00,0.0999,,,2022-12,2022,,,2022-12,360
20,2022-12-29,13:00:00,0.096,,,2022-12,2022,,,2022-12,360
21,2022-12-29,12:00:00,0.1013,,,2022-12,2022,,,2022-12,360
22,2022-12-29,11:00:00,0.10903,,,2022-12,2022,,,2022-12,360
23,2022-12-29,10:00:00,0.10923,,,2022-12,2022,,,2022-12,360
24,2022-12-29,09:00:00,0.096,,,2022-12,2022,,,2022-12,360
25,2022-12-29,08:00:00,0.03997,2.3982,2.3982,2022-12,2022,0.03997,0.03997,2022-12,360
26,2022-12-28,20:00:00,0.09135,,,2022-12,2022,,,2022-12,359
27,2022-12-28,19:00:00,0.09514,,,2022-12,2022,,,2022-12,359
28,2022-12-28,18:00:00,0.1199,,,2022-12,2022,,,2022-12,359
29,2022-12-28,17:00:00,0.12126,,,2022-12,2022,,,2022-12,359
30,2022-12-28,16:00:00,0.11426,,,2022-12,2022,,,2022-12,359
31,2022-12-28,15:00:00,0.1,,,2022-12,2022,,,2022-12,359
32,2022-12-28,14:00:00,0.0749,,,2022-12,2022,,,2022-12,359
33,2022-12-28,13:00:00,0.1,,,2022-12,2022,,,2022-12,359
34,2022-12-28,12:00:00,0.12,,,2022-12,2022,,,2022-12,359
35,2022-12-28,11:00:00,0.12,,,2022-12,2022,,,2022-12,359
36,2022-12-28,10:00:00,0.118,,,2022-12,2022,,,2022-12,359
37,2022-12-28,09:00:00,0.12,,,2022-12,2022,,,2022-12,359
38,2022-12-28,08:00:00,0.11,6.6,6.6,2022-12,2022,0.11,0.11,2022-12,359
39,2022-12-27,20:00:00,0.14756,,,2022-12,2022,,,2022-12,358
40,2022-12-27,19:00:00,0.1570399999999999,,,2022-12,2022,,,2022-12,358
41,2022-12-27,18:00:00,0.16469,,,2022-12,2022,,,2022-12,358
42,2022-12-27,17:00:00,0.15869,,,2022-12,2022,,,2022-12,358
43,2022-12-27,16:00:00,0.14757,,,2022-12,2022,,,2022-12,358
44,2022-12-27,15:00:00,0.14332,,,2022-12,2022,,,2022-12,358
45,2022-12-27,14:00:00,0.13908,,,2022-12,2022,,,2022-12,358
46,2022-12-27,13:00:00,0.1301,,,2022-12,2022,,,2022-12,358
47,2022-12-27,12:00:00,0.17055,,10.233,2022-12,2022,,0.17055,2022-12,358
48,2022-12-27,11:00:00,0.1792,,,2022-12,2022,,,2022-12,358
49,2022-12-27,10:00:00,0.23563,,,2022-12,2022,,,2022-12,358
50,2022-12-27,09:00:00,0.2478,,,2022-12,2022,,,2022-12,358
51,2022-12-27,08:00:00,0.198,11.88,,2022-12,2022,0.198,,2022-12,358
52,2022-12-26,20:00:00,0.12,,,2022-12,2022,,,2022-12,357
53,2022-12-26,19:00:00,0.124,,,2022-12,2022,,,2022-12,357
54,2022-12-26,18:00:00,0.1712,,,2022-12,2022,,,2022-12,357
55,2022-12-26,17:00:00,0.17682,,,2022-12,2022,,,2022-12,357
56,2022-12-26,16:00:00,0.132,,,2022-12,2022,,,2022-12,357
57,2022-12-26,15:00:00,0.1299,,,2022-12,2022,,,2022-12,357
58,2022-12-26,14:00:00,0.11009,,,2022-12,2022,,,2022-12,357
59,2022-12-26,13:00:00,0.1,,,2022-12,2022,,,2022-12,357
60,2022-12-26,12:00:00,0.0549,,,2022-12,2022,,,2022-12,357
61,2022-12-26,11:00:00,0.059,,,2022-12,2022,,,2022-12,357
62,2022-12-26,10:00:00,0.0593,,,2022-12,2022,,,2022-12,357
63,2022-12-26,09:00:00,0.05357,,,2022-12,2022,,,2022-12,357
64,2022-12-26,08:00:00,0.03868,2.3208,2.3207999999999998,2022-12,2022,0.038680000000000006,0.03868,2022-12,357
65,2022-12-23,20:00:00,0.18134,,,2022-12,2022,,,2022-12,354
66,2022-12-23,19:00:00,0.19844,,,2022-12,2022,,,2022-12,354
67,2022-12-23,18:00:00,0.20993,,,2022-12,2022,,,2022-12,354
68,2022-12-23,17:00:00,0.2122899999999999,,,2022-12,2022,,,2022-12,354
69,2022-12-23,16:00:00,0.2133,,,2022-12,2022,,,2022-12,354
70,2022-12-23,15:00:00,0.21046,,,2022-12,2022,,,2022-12,354
71,2022-12-23,14:00:00,0.2177899999999999,,,2022-12,2022,,,2022-12,354
72,2022-12-23,13:00:00,0.21996,,,2022-12,2022,,,2022-12,354
73,2022-12-23,12:00:00,0.21938,,,2022-12,2022,,,2022-12,354
74,2022-12-23,11:00:00,0.22646,,,2022-12,2022,,,2022-12,354
75,2022-12-23,10:00:00,0.22509,,,2022-12,2022,,,2022-12,354
76,2022-12-23,09:00:00,0.2221999999999999,,,2022-12,2022,,,2022-12,354
77,2022-12-23,08:00:00,0.217,13.02,13.02,2022-12,2022,0.217,0.217,2022-12,354
78,2022-12-22,20:00:00,0.24297,,,2022-12,2022,,,2022-12,353
79,2022-12-22,19:00:00,0.22205,,,2022-12,2022,,,2022-12,353
80,2022-12-22,18:00:00,0.2499,,,2022-12,2022,,,2022-12,353
81,2022-12-22,17:00:00,0.3003,,,2022-12,2022,,,2022-12,353
82,2022-12-22,16:00:00,0.22024,,,2022-12,2022,,,2022-12,353
83,2022-12-22,15:00:00,0.21735,,,2022-12,2022,,,2022-12,353
84,2022-12-22,14:00:00,0.2152,,,2022-12,2022,,,2022-12,353
85,2022-12-22,13:00:00,0.21699,,,2022-12,2022,,,2022-12,353
86,2022-12-22,12:00:00,0.22429,,13.4574,2022-12,2022,,0.22429,2022-12,353
87,2022-12-22,11:00:00,0.22453,,,2022-12,2022,,,2022-12,353
88,2022-12-22,10:00:00,0.2279,,,2022-12,2022,,,2022-12,353
89,2022-12-22,09:00:00,0.2281699999999999,,,2022-12,2022,,,2022-12,353
90,2022-12-22,08:00:00,0.2246,13.476,,2022-12,2022,0.22460000000000002,,2022-12,353
91,2022-12-21,20:00:00,0.2254799999999999,,,2022-12,2022,,,2022-12,352
92,2022-12-21,19:00:00,0.22596,,,2022-12,2022,,,2022-12,352
93,2022-12-21,18:00:00,0.2352,,,2022-12,2022,,,2022-12,352
94,2022-12-21,17:00:00,0.24619,,,2022-12,2022,,,2022-12,352
95,2022-12-21,16:00:00,0.22549,,,2022-12,2022,,,2022-12,352
96,2022-12-21,15:00:00,0.22896,,,2022-12,2022,,,2022-12,352
97,2022-12-21,14:00:00,0.24102,,,2022-12,2022,,,2022-12,352
98,2022-12-21,13:00:00,0.23286,,,2022-12,2022,,,2022-12,352
99,2022-12-21,12:00:00,0.23845,,14.307,2022-12,2022,,0.23845,2022-12,352
100,2022-12-21,11:00:00,0.24787,,,2022-12,2022,,,2022-12,352
101,2022-12-21,10:00:00,0.25171,,,2022-12,2022,,,2022-12,352
102,2022-12-21,09:00:00,0.2698399999999999,,,2022-12,2022,,,2022-12,352
103,2022-12-21,08:00:00,0.273,16.38,,2022-12,2022,0.27299999999999996,,2022-12,352
104,2022-12-20,20:00:00,0.25865,,,2022-12,2022,,,2022-12,351
105,2022-12-20,19:00:00,0.2598999999999999,,,2022-12,2022,,,2022-12,351
106,2022-12-20,18:00:00,0.2953,,,2022-12,2022,,,2022-12,351
107,2022-12-20,17:00:00,0.327,,,2022-12,2022,,,2022-12,351
108,2022-12-20,16:00:00,0.233,,,2022-12,2022,,,2022-12,351
109,2022-12-20,15:00:00,0.23939,,,2022-12,2022,,,2022-12,351
110,2022-12-20,14:00:00,0.23348,,,2022-12,2022,,,2022-12,351
111,2022-12-20,13:00:00,0.21714,,,2022-12,2022,,,2022-12,351
112,2022-12-20,12:00:00,0.22471,,,2022-12,2022,,,2022-12,351
113,2022-12-20,11:00:00,0.2379,,,2022-12,2022,,,2022-12,351
114,2022-12-20,10:00:00,0.23445,,,2022-12,2022,,,2022-12,351
115,2022-12-20,09:00:00,0.24641,,,2022-12,2022,,,2022-12,351
116,2022-12-20,08:00:00,0.2239,13.434,13.434,2022-12,2022,0.2239,0.2239,2022-12,351
117,2022-12-19,20:00:00,0.20633,,,2022-12,2022,,,2022-12,350
118,2022-12-19,19:00:00,0.23462,,,2022-12,2022,,,2022-12,350
119,2022-12-19,18:00:00,0.25614,,,2022-12,2022,,,2022-12,350
120,2022-12-19,17:00:00,0.25707,,,2022-12,2022,,,2022-12,350
121,2022-12-19,16:00:00,0.2490399999999999,,,2022-12,2022,,,2022-12,350
122,2022-12-19,15:00:00,0.24881,,,2022-12,2022,,,2022-12,350
123,2022-12-19,14:00:00,0.24943,,,2022-12,2022,,,2022-12,350
124,2022-12-19,13:00:00,0.2458,,,2022-12,2022,,,2022-12,350
125,2022-12-19,12:00:00,0.2486999999999999,,,2022-12,2022,,,2022-12,350
126,2022-12-19,11:00:00,0.24705,,14.823,2022-12,2022,,0.24705000000000002,2022-12,350
127,2022-12-19,10:00:00,0.24885,,,2022-12,2022,,,2022-12,350
128,2022-12-19,09:00:00,0.2532,,,2022-12,2022,,,2022-12,350
129,2022-12-19,08:00:00,0.2499799999999999,14.9988,,2022-12,2022,0.24997999999999998,,2022-12,350
130,2022-12-16,20:00:00,0.39291,,,2022-12,2022,,,2022-12,347
131,2022-12-16,19:00:00,0.46779,,,2022-12,2022,,,2022-12,347
132,2022-12-16,18:00:00,0.49017,,,2022-12,2022,,,2022-12,347
133,2022-12-16,17:00:00,0.505,,,2022-12,2022,,,2022-12,347
134,2022-12-16,16:00:00,0.47855,,,2022-12,2022,,,2022-12,347
135,2022-12-16,15:00:00,0.46514,,,2022-12,2022,,,2022-12,347
136,2022-12-16,14:00:00,0.4528999999999999,,,2022-12,2022,,,2022-12,347
137,2022-12-16,13:00:00,0.42405,,,2022-12,2022,,,2022-12,347
138,2022-12-16,12:00:00,0.453,,27.18,2022-12,2022,,0.453,2022-12,347
139,2022-12-16,11:00:00,0.5170800000000001,,,2022-12,2022,,,2022-12,347
140,2022-12-16,10:00:00,0.5434500000000001,,,2022-12,2022,,,2022-12,347
141,2022-12-16,09:00:00,0.56164,,,2022-12,2022,,,2022-12,347
142,2022-12-16,08:00:00,0.54349,32.6094,,2022-12,2022,0.54349,,2022-12,347
143,2022-12-15,20:00:00,0.4398999999999999,,,2022-12,2022,,,2022-12,346
144,2022-12-15,19:00:00,0.4855299999999999,,,2022-12,2022,,,2022-12,346
145,2022-12-15,18:00:00,0.49991,,,2022-12,2022,,,2022-12,346
146,2022-12-15,17:00:00,0.5,,,2022-12,2022,,,2022-12,346
147,2022-12-15,16:00:00,0.4850299999999999,,,2022-12,2022,,,2022-12,346
148,2022-12-15,15:00:00,0.46993,,,2022-12,2022,,,2022-12,346
149,2022-12-15,14:00:00,0.45505,,,2022-12,2022,,,2022-12,346
150,2022-12-15,13:00:00,0.34373,,,2022-12,2022,,,2022-12,346
151,2022-12-15,12:00:00,0.3618,,21.708000000000002,2022-12,2022,,0.3618,2022-12,346
152,2022-12-15,11:00:00,0.42146,,,2022-12,2022,,,2022-12,346
153,2022-12-15,10:00:00,0.47455,,,2022-12,2022,,,2022-12,346
154,2022-12-15,09:00:00,0.48966,,,2022-12,2022,,,2022-12,346
155,2022-12-15,08:00:00,0.4900299999999999,29.4018,,2022-12,2022,0.49003,,2022-12,346
156,2022-12-14,20:00:00,0.4879,,,2022-12,2022,,,2022-12,345
157,2022-12-14,19:00:00,0.5205700000000001,,,2022-12,2022,,,2022-12,345
158,2022-12-14,18:00:00,0.557,,,2022-12,2022,,,2022-12,345
159,2022-12-14,17:00:00,0.59,,,2022-12,2022,,,2022-12,345
160,2022-12-14,16:00:00,0.545,,,2022-12,2022,,,2022-12,345
161,2022-12-14,15:00:00,0.5285299999999999,,,2022-12,2022,,,2022-12,345
162,2022-12-14,14:00:00,0.51495,,,2022-12,2022,,,2022-12,345
163,2022-12-14,13:00:00,0.45158,,,2022-12,2022,,,2022-12,345
164,2022-12-14,12:00:00,0.45823,,27.4938,2022-12,2022,,0.45823,2022-12,345
165,2022-12-14,11:00:00,0.56801,,,2022-12,2022,,,2022-12,345
166,2022-12-14,10:00:00,0.5651799999999999,,,2022-12,2022,,,2022-12,345
167,2022-12-14,09:00:00,0.56972,,,2022-12,2022,,,2022-12,345
168,2022-12-14,08:00:00,0.53999,32.3994,,2022-12,2022,0.53999,,2022-12,345
169,2022-12-13,20:00:00,0.3999,,,2022-12,2022,,,2022-12,344
170,2022-12-13,19:00:00,0.5165700000000001,,,2022-12,2022,,,2022-12,344
171,2022-12-13,18:00:00,0.5601499999999999,,,2022-12,2022,,,2022-12,344
172,2022-12-13,17:00:00,0.66501,,,2022-12,2022,,,2022-12,344
173,2022-12-13,16:00:00,0.59,,,2022-12,2022,,,2022-12,344
174,2022-12-13,15:00:00,0.57025,,,2022-12,2022,,,2022-12,344
175,2022-12-13,14:00:00,0.55271,,,2022-12,2022,,,2022-12,344
176,2022-12-13,13:00:00,0.50603,,,2022-12,2022,,,2022-12,344
177,2022-12-13,12:00:00,0.45998,,,2022-12,2022,,,2022-12,344
178,2022-12-13,11:00:00,0.4488999999999999,,26.933999999999994,2022-12,2022,,0.4488999999999999,2022-12,344
179,2022-12-13,10:00:00,0.48627,,,2022-12,2022,,,2022-12,344
180,2022-12-13,09:00:00,0.55329,,,2022-12,2022,,,2022-12,344
181,2022-12-13,08:00:00,0.57176,34.3056,,2022-12,2022,0.5717599999999999,,2022-12,344
182,2022-12-12,20:00:00,0.48863,,,2022-12,2022,,,2022-12,343
183,2022-12-12,19:00:00,0.50184,,,2022-12,2022,,,2022-12,343
184,2022-12-12,18:00:00,0.54671,,,2022-12,2022,,,2022-12,343
185,2022-12-12,17:00:00,0.59316,,,2022-12,2022,,,2022-12,343
186,2022-12-12,16:00:00,0.5585399999999999,,,2022-12,2022,,,2022-12,343
187,2022-12-12,15:00:00,0.53573,,,2022-12,2022,,,2022-12,343
188,2022-12-12,14:00:00,0.49388,,,2022-12,2022,,,2022-12,343
189,2022-12-12,13:00:00,0.44,,,2022-12,2022,,,2022-12,343
190,2022-12-12,12:00:00,0.46052,,27.6312,2022-12,2022,,0.46052,2022-12,343
191,2022-12-12,11:00:00,0.46772,,,2022-12,2022,,,2022-12,343
192,2022-12-12,10:00:00,0.5036700000000001,,,2022-12,2022,,,2022-12,343
193,2022-12-12,09:00:00,0.5139900000000001,,,2022-12,2022,,,2022-12,343
194,2022-12-12,08:00:00,0.56062,33.6372,,2022-12,2022,0.56062,,2022-12,343
195,2022-12-09,20:00:00,0.44523,,,2022-12,2022,,,2022-12,340
196,2022-12-09,19:00:00,0.4612099999999999,,,2022-12,2022,,,2022-12,340
197,2022-12-09,18:00:00,0.4816,,,2022-12,2022,,,2022-12,340
198,2022-12-09,17:00:00,0.50791,,,2022-12,2022,,,2022-12,340
199,2022-12-09,16:00:00,0.47639,,,2022-12,2022,,,2022-12,340
200,2022-12-09,15:00:00,0.48301,,,2022-12,2022,,,2022-12,340
201,2022-12-09,14:00:00,0.47644,,,2022-12,2022,,,2022-12,340
202,2022-12-09,13:00:00,0.47,,,2022-12,2022,,,2022-12,340
203,2022-12-09,12:00:00,0.4811,,28.866000000000003,2022-12,2022,,0.4811,2022-12,340
204,2022-12-09,11:00:00,0.48816,,,2022-12,2022,,,2022-12,340
205,2022-12-09,10:00:00,0.48424,,,2022-12,2022,,,2022-12,340
206,2022-12-09,09:00:00,0.49301,,,2022-12,2022,,,2022-12,340
207,2022-12-09,08:00:00,0.50299,30.1794,,2022-12,2022,0.50299,,2022-12,340
208,2022-12-08,20:00:00,0.4,,,2022-12,2022,,,2022-12,339
209,2022-12-08,19:00:00,0.3865,,,2022-12,2022,,,2022-12,339
210,2022-12-08,18:00:00,0.3999,,,2022-12,2022,,,2022-12,339
211,2022-12-08,17:00:00,0.49821,,,2022-12,2022,,,2022-12,339
212,2022-12-08,16:00:00,0.46292,,,2022-12,2022,,,2022-12,339
213,2022-12-08,15:00:00,0.45699,,,2022-12,2022,,,2022-12,339
214,2022-12-08,14:00:00,0.4501,,,2022-12,2022,,,2022-12,339
215,2022-12-08,13:00:00,0.3923399999999999,,,2022-12,2022,,,2022-12,339
216,2022-12-08,12:00:00,0.368,,22.08,2022-12,2022,,0.368,2022-12,339
217,2022-12-08,11:00:00,0.3999,,,2022-12,2022,,,2022-12,339
218,2022-12-08,10:00:00,0.41548,,,2022-12,2022,,,2022-12,339
219,2022-12-08,09:00:00,0.4555,,,2022-12,2022,,,2022-12,339
220,2022-12-08,08:00:00,0.42,25.2,,2022-12,2022,0.42,,2022-12,339
221,2022-12-07,20:00:00,0.3659,,,2022-12,2022,,,2022-12,338
222,2022-12-07,19:00:00,0.3654,,,2022-12,2022,,,2022-12,338
223,2022-12-07,18:00:00,0.3389,,,2022-12,2022,,,2022-12,338
224,2022-12-07,17:00:00,0.49955,,,2022-12,2022,,,2022-12,338
225,2022-12-07,16:00:00,0.45407,,,2022-12,2022,,,2022-12,338
226,2022-12-07,15:00:00,0.43674,,,2022-12,2022,,,2022-12,338
227,2022-12-07,14:00:00,0.4001,,,2022-12,2022,,,2022-12,338
228,2022-12-07,13:00:00,0.342,,,2022-12,2022,,,2022-12,338
229,2022-12-07,12:00:00,0.3006,,18.035999999999998,2022-12,2022,,0.3006,2022-12,338
230,2022-12-07,11:00:00,0.36216,,,2022-12,2022,,,2022-12,338
231,2022-12-07,10:00:00,0.3996,,,2022-12,2022,,,2022-12,338
232,2022-12-07,09:00:00,0.4158,,,2022-12,2022,,,2022-12,338
233,2022-12-07,08:00:00,0.375,22.5,,2022-12,2022,0.375,,2022-12,338
234,2022-12-06,20:00:00,0.29619,,,2022-12,2022,,,2022-12,337
235,2022-12-06,19:00:00,0.35,,,2022-12,2022,,,2022-12,337
236,2022-12-06,18:00:00,0.41884,,,2022-12,2022,,,2022-12,337
237,2022-12-06,17:00:00,0.4794,,,2022-12,2022,,,2022-12,337
238,2022-12-06,16:00:00,0.4001,,,2022-12,2022,,,2022-12,337
239,2022-12-06,15:00:00,0.3999,,,2022-12,2022,,,2022-12,337
240,2022-12-06,14:00:00,0.39997,,,2022-12,2022,,,2022-12,337
241,2022-12-06,13:00:00,0.345,,,2022-12,2022,,,2022-12,337
242,2022-12-06,12:00:00,0.3345,,20.07,2022-12,2022,,0.3345,2022-12,337
243,2022-12-06,11:00:00,0.3932,,,2022-12,2022,,,2022-12,337
244,2022-12-06,10:00:00,0.4398999999999999,,,2022-12,2022,,,2022-12,337
245,2022-12-06,09:00:00,0.4599499999999999,,,2022-12,2022,,,2022-12,337
246,2022-12-06,08:00:00,0.416,24.96,,2022-12,2022,0.41600000000000004,,2022-12,337
247,2022-12-05,20:00:00,0.39,,,2022-12,2022,,,2022-12,336
248,2022-12-05,19:00:00,0.3978,,,2022-12,2022,,,2022-12,336
249,2022-12-05,18:00:00,0.406,,,2022-12,2022,,,2022-12,336
250,2022-12-05,17:00:00,0.44498,,,2022-12,2022,,,2022-12,336
251,2022-12-05,16:00:00,0.4306999999999999,,,2022-12,2022,,,2022-12,336
252,2022-12-05,15:00:00,0.42991,,,2022-12,2022,,,2022-12,336
253,2022-12-05,14:00:00,0.41346,,,2022-12,2022,,,2022-12,336
254,2022-12-05,13:00:00,0.39296,,,2022-12,2022,,,2022-12,336
255,2022-12-05,12:00:00,0.40491,,,2022-12,2022,,,2022-12,336
256,2022-12-05,11:00:00,0.40475,,,2022-12,2022,,,2022-12,336
257,2022-12-05,10:00:00,0.3773999999999999,,,2022-12,2022,,,2022-12,336
258,2022-12-05,09:00:00,0.3768,,,2022-12,2022,,,2022-12,336
259,2022-12-05,08:00:00,0.357,21.42,21.419999999999998,2022-12,2022,0.35700000000000004,0.357,2022-12,336
260,2022-12-02,20:00:00,0.296,,,2022-12,2022,,,2022-12,333
261,2022-12-02,19:00:00,0.348,,,2022-12,2022,,,2022-12,333
262,2022-12-02,18:00:00,0.33309,,,2022-12,2022,,,2022-12,333
263,2022-12-02,17:00:00,0.34372,,,2022-12,2022,,,2022-12,333
264,2022-12-02,16:00:00,0.30186,,,2022-12,2022,,,2022-12,333
265,2022-12-02,15:00:00,0.288,,,2022-12,2022,,,2022-12,333
266,2022-12-02,14:00:00,0.34482,,,2022-12,2022,,,2022-12,333
267,2022-12-02,13:00:00,0.375,,,2022-12,2022,,,2022-12,333
268,2022-12-02,12:00:00,0.3833,,22.997999999999998,2022-12,2022,,0.3833,2022-12,333
269,2022-12-02,11:00:00,0.38693,,,2022-12,2022,,,2022-12,333
270,2022-12-02,10:00:00,0.4167099999999999,,,2022-12,2022,,,2022-12,333
271,2022-12-02,09:00:00,0.404,,,2022-12,2022,,,2022-12,333
272,2022-12-02,08:00:00,0.43471,26.0826,,2022-12,2022,0.43471,,2022-12,333
273,2022-12-01,20:00:00,0.408,,,2022-12,2022,,,2022-12,332
274,2022-12-01,19:00:00,0.4578899999999999,,,2022-12,2022,,,2022-12,332
275,2022-12-01,18:00:00,0.46979,,,2022-12,2022,,,2022-12,332
276,2022-12-01,17:00:00,0.48407,,,2022-12,2022,,,2022-12,332
277,2022-12-01,16:00:00,0.452,,,2022-12,2022,,,2022-12,332
278,2022-12-01,15:00:00,0.412,,,2022-12,2022,,,2022-12,332
279,2022-12-01,14:00:00,0.38139,,,2022-12,2022,,,2022-12,332
280,2022-12-01,13:00:00,0.3501,,,2022-12,2022,,,2022-12,332
281,2022-12-01,12:00:00,0.34066,,20.439600000000002,2022-12,2022,,0.34066,2022-12,332
282,2022-12-01,11:00:00,0.36085,,,2022-12,2022,,,2022-12,332
283,2022-12-01,10:00:00,0.381,,,2022-12,2022,,,2022-12,332
284,2022-12-01,09:00:00,0.432,,,2022-12,2022,,,2022-12,332
285,2022-12-01,08:00:00,0.43362,26.0172,,2022-12,2022,0.43362,,2022-12,332
286,2022-11-30,20:00:00,0.4147699999999999,,,2022-11,2022,,,2022-11,331
287,2022-11-30,19:00:00,0.46514,,,2022-11,2022,,,2022-11,331
288,2022-11-30,18:00:00,0.4952,,,2022-11,2022,,,2022-11,331
289,2022-11-30,17:00:00,0.50355,,,2022-11,2022,,,2022-11,331
290,2022-11-30,16:00:00,0.4784,,,2022-11,2022,,,2022-11,331
291,2022-11-30,15:00:00,0.45876,,,2022-11,2022,,,2022-11,331
292,2022-11-30,14:00:00,0.46424,,,2022-11,2022,,,2022-11,331
293,2022-11-30,13:00:00,0.45047,,,2022-11,2022,,,2022-11,331
294,2022-11-30,12:00:00,0.44999,,26.9994,2022-11,2022,,0.44999,2022-11,331
295,2022-11-30,11:00:00,0.48252,,,2022-11,2022,,,2022-11,331
296,2022-11-30,10:00:00,0.4747099999999999,,,2022-11,2022,,,2022-11,331
297,2022-11-30,09:00:00,0.4786,,,2022-11,2022,,,2022-11,331
298,2022-11-30,08:00:00,0.4781,28.686,,2022-11,2022,0.4781,,2022-11,331
299,2022-11-29,20:00:00,0.4,,,2022-11,2022,,,2022-11,330
300,2022-11-29,19:00:00,0.46382,,,2022-11,2022,,,2022-11,330
301,2022-11-29,18:00:00,0.48686,,,2022-11,2022,,,2022-11,330
302,2022-11-29,17:00:00,0.5011,,,2022-11,2022,,,2022-11,330
303,2022-11-29,16:00:00,0.46004,,,2022-11,2022,,,2022-11,330
304,2022-11-29,15:00:00,0.4507,,,2022-11,2022,,,2022-11,330
305,2022-11-29,14:00:00,0.44638,,,2022-11,2022,,,2022-11,330
306,2022-11-29,13:00:00,0.4242599999999999,,,2022-11,2022,,,2022-11,330
307,2022-11-29,12:00:00,0.41805,,25.083,2022-11,2022,,0.41805,2022-11,330
308,2022-11-29,11:00:00,0.4356,,,2022-11,2022,,,2022-11,330
309,2022-11-29,10:00:00,0.4458999999999999,,,2022-11,2022,,,2022-11,330
310,2022-11-29,09:00:00,0.44532,,,2022-11,2022,,,2022-11,330
311,2022-11-29,08:00:00,0.44492,26.6952,,2022-11,2022,0.44492,,2022-11,330
312,2022-11-28,20:00:00,0.33546,,,2022-11,2022,,,2022-11,329
313,2022-11-28,19:00:00,0.38001,,,2022-11,2022,,,2022-11,329
314,2022-11-28,18:00:00,0.40062,,,2022-11,2022,,,2022-11,329
315,2022-11-28,17:00:00,0.41558,,,2022-11,2022,,,2022-11,329
316,2022-11-28,16:00:00,0.39285,,,2022-11,2022,,,2022-11,329
317,2022-11-28,15:00:00,0.39791,,,2022-11,2022,,,2022-11,329
318,2022-11-28,14:00:00,0.38391,,,2022-11,2022,,,2022-11,329
319,2022-11-28,13:00:00,0.3671999999999999,,,2022-11,2022,,,2022-11,329
320,2022-11-28,12:00:00,0.3601,,,2022-11,2022,,,2022-11,329
321,2022-11-28,11:00:00,0.36591,,,2022-11,2022,,,2022-11,329
322,2022-11-28,10:00:00,0.37,,,2022-11,2022,,,2022-11,329
323,2022-11-28,09:00:00,0.3676999999999999,,,2022-11,2022,,,2022-11,329
324,2022-11-28,08:00:00,0.35,21.0,21.0,2022-11,2022,0.35,0.35,2022-11,329
325,2022-11-25,20:00:00,0.27063,,,2022-11,2022,,,2022-11,326
326,2022-11-25,19:00:00,0.30005,,,2022-11,2022,,,2022-11,326
327,2022-11-25,18:00:00,0.33795,,,2022-11,2022,,,2022-11,326
328,2022-11-25,17:00:00,0.3499,,,2022-11,2022,,,2022-11,326
329,2022-11-25,16:00:00,0.32736,,,2022-11,2022,,,2022-11,326
330,2022-11-25,15:00:00,0.29046,,,2022-11,2022,,,2022-11,326
331,2022-11-25,14:00:00,0.2901499999999999,,,2022-11,2022,,,2022-11,326
332,2022-11-25,13:00:00,0.25,,,2022-11,2022,,,2022-11,326
333,2022-11-25,12:00:00,0.219,,13.14,2022-11,2022,,0.219,2022-11,326
334,2022-11-25,11:00:00,0.22,,,2022-11,2022,,,2022-11,326
335,2022-11-25,10:00:00,0.2799,,,2022-11,2022,,,2022-11,326
336,2022-11-25,09:00:00,0.2633,,,2022-11,2022,,,2022-11,326
337,2022-11-25,08:00:00,0.282,16.92,,2022-11,2022,0.28200000000000003,,2022-11,326
338,2022-11-24,20:00:00,0.26156,,,2022-11,2022,,,2022-11,325
339,2022-11-24,19:00:00,0.28595,,,2022-11,2022,,,2022-11,325
340,2022-11-24,18:00:00,0.29975,,,2022-11,2022,,,2022-11,325
341,2022-11-24,17:00:00,0.32283,,,2022-11,2022,,,2022-11,325
